company_names,cars_names,car_types,engines,fuel_types_cleaned,cc_battery_capacity,horsepower,total_speed,performance_0_100_km/h,seats,torque,cars_prices_cad,cars_prices_usd
Peugeot,508 Saloon,sedan,Inline-4,gas,1598 cc,180.0,210.0,8.6,5.0,300.0,49950.0,37000.0
Peugeot,308 Saloon,sedan,Inline-4,gas,1199 cc,130.0,200.0,9.0,5.0,230.0,37800.0,28000.0
Peugeot,301 Sedan,others,Inline-4,gas,1199 cc,82.0,180.0,12.0,5.0,115.0,27000.0,20000.0
Peugeot,208 Sedan,sedan,Inline-4,gas,1199 cc,100.0,190.0,11.2,5.0,205.0,29700.0,22000.0
Ford,Fusion (Mondeo),sedan,1.5L EcoBoost / 2.0L Hybrid,gas,1500 - 2000 cc,160.0,220.0,7.5,5.0,200.0,33750.0,25000.0
Ford,Taurus,sedan,3.5L V6 / 2.0L EcoBoost,gas,2000 - 3500 cc,200.0,220.0,6.5,5.0,300.0,40500.0,30000.0
Ford,Fiesta,others,1.0L EcoBoost / 1.5L,gas,1000 - 1500 cc,85.0,200.0,7.0,5.0,130.0,20250.0,15000.0
Ford,Focus,sedan,1.0L EcoBoost / 1.5L / 2.0L,gas,1000 - 2000 cc,120.0,220.0,6.5,5.0,150.0,27000.0,20000.0
Ford,KA+,others,1.2L Petrol,gas,1200 cc,70.0,165.0,10.5,5.0,100.0,16200.0,12000.0
Ford,EcoSport,sedan,1.0L Turbo Inline-3 / 2.0L,gas,1000 - 2000 cc,123.0,180.0,9.0,5.0,170.0,27000.0,20000.0
Ford,Escape (Kuga),sedan,1.5L EcoBoost / 2.5L Hybrid,gas,1500 - 2500 cc,181.0,190.0,7.5,5.0,230.0,33750.0,25000.0
Ford,Edge,sedan,2.0L EcoBoost / 2.7L V6,gas,2000 - 2700 cc,250.0,200.0,6.5,5.0,400.0,47250.0,35000.0
Ford,Explorer,suv,2.3L EcoBoost / 3.0L V6,gas,2300 - 3000 cc,300.0,200.0,6.0,7.0,420.0,47250.0,35000.0
Ford,Expedition,others,3.5L EcoBoost / 5.4L V8,gas,3500 - 5400 cc,375.0,180.0,6.5,8.0,650.0,67500.0,50000.0
Ford,Bronco,sedan,2.3L EcoBoost / 2.7L V6,gas,2300 - 2700 cc,275.0,200.0,7.5,4.0,400.0,40500.0,30000.0
Ford,Bronco Sport,sedan,1.5L EcoBoost / 2.0L EcoBoost,gas,1500 - 2000 cc,181.0,185.0,7.0,5.0,250.0,35100.0,26000.0
Ford,F-150,sedan,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,gas,3300 - 5000 cc,290.0,200.0,5.0,5.0,400.0,47250.0,35000.0
Ford,F-250 Super Duty,sedan,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,gas,6200 - 7300 cc,385.0,180.0,6.5,5.0,700.0,54000.0,40000.0
Ford,F-350 Super Duty,sedan,6.7L Turbo-Diesel / 7.3L V8,gas,6700 - 7300 cc,450.0,180.0,7.0,5.0,1050.0,60750.0,45000.0
Ford,Maverick,sedan,2.5L Hybrid / 2.0L EcoBoost,gas,2500 - 2000 cc,191.0,180.0,6.5,5.0,250.0,29700.0,22000.0
Ford,Ranger,sedan,2.3L Turbo Inline-4 / 2.7L V6,gas,2300 - 2700 cc,270.0,180.0,6.0,5.0,400.0,33750.0,25000.0
Ford,Mustang Mach-E,sedan,Electric Motor,electric,Battery (68-98 kWh),290.0,180.0,7.568661679135495,5.0,506.9401993355482,58050.0,43000.0
Ford,F-150 Lightning,sedan,Electric Motor,electric,Battery (98 kWh),452.0,180.0,4.5,5.0,1051.0,54000.0,40000.0
Ford,Escape Hybrid,sedan,2.5L Inline-4 + Electric,hybrid,2500 cc,200.0,180.0,7.7,5.0,506.9401993355482,37800.0,28000.0
Ford,Explorer Hybrid,suv,3.3L V6 + Electric,hybrid,3300 cc,318.0,180.0,7.5,7.0,500.0,67500.0,50000.0
Ford,Mustang,sports,5.0L V8,gas,5000 cc,450.0,250.0,4.3,4.0,530.0,74250.0,55000.0
Ford,GT,sports,3.5L Twin-Turbo V6,gas,3500 cc,660.0,348.0,3.0,2.0,746.0,675000.0,500000.0
Ford,Focus ST,sedan,2.3L Turbo Inline-4,gas,2300 cc,280.0,250.0,5.7,5.0,420.0,40500.0,30000.0
Ford,Fiesta ST,sedan,1.5L Turbo Inline-3,gas,1500 cc,200.0,230.0,6.5,5.0,290.0,31050.0,23000.0
Ford,Bronco Raptor,sedan,3.0L Twin-Turbo V6,gas,3000 cc,400.0,220.0,5.5,4.0,583.0,94500.0,70000.0
Ford,Ranger Raptor,sedan,2.7L Twin-Turbo V6,gas,2700 cc,392.0,200.0,6.0,5.0,583.0,60750.0,45000.0
Ford,F-150 Raptor,sedan,3.5L Twin-Turbo V6,gas,3500 cc,450.0,200.0,5.0,5.0,691.0,94500.0,70000.0
Ford,Puma,sedan,Turbocharged Inline-3,gas,1000 cc,123.0,191.0,9.6,5.0,200.0,37800.0,28000.0
Ford,Territory,sedan,Turbocharged Inline-4,gas,1500 cc,140.0,180.0,11.0,5.0,225.0,43200.0,32000.0
Ford,Everest,suv,Turbocharged Inline-4,gas,2000 cc,210.0,190.0,10.5,7.0,500.0,70200.0,52000.0
Ford,Flex,suv,Naturally Aspirated V6,gas,3500 cc,287.0,200.0,7.9,7.0,345.0,41850.0,31000.0
Ford,Mustang Shelby GT500,sports,Supercharged V8,gas,5200 cc,760.0,290.0,3.5,2.0,847.0,107217.0,79420.0
Ford,Mustang Shelby GT350,sports,Naturally Aspirated V8,gas,5200 cc,526.0,280.0,4.0,2.0,582.0,79839.0,59140.0
Ford,F-150 Platinum,sedan,Turbocharged V6,gas,3500 cc,400.0,180.0,6.5,5.0,678.0,87338.2,64695.0
Ford,F-150 Limited,sedan,Turbocharged V6,gas,3500 cc,450.0,190.0,6.1,5.0,678.0,114628.5,84910.0
Ford,Explorer Platinum,suv,Turbocharged V6,gas,3000 cc,400.0,230.0,6.0,7.0,563.0,76281.8,56505.0
Ford,E-Series Cutaway,sports,V8 Gasoline Engine,gas,7300 cc,350.0,140.0,13.0,2.0,569.0,48600.0,36000.0
Ford,Transit Chassis Cab,sedan,EcoBlue Turbo Diesel,gas,2000 cc,170.0,160.0,11.5,2.0,405.0,49950.0,37000.0
Ford,Explorer Plug-in Hybrid,suv,V6 Hybrid + Electric Motor,hybrid,3000 cc (petrol) + Electric Motor,457.0,225.0,6.0,7.0,825.0,71550.0,53000.0
Ford,Maverick Hybrid,sedan,I4 Hybrid,hybrid,2500 cc (petrol) + Electric Motor,191.0,180.0,7.8,5.0,210.0,33750.0,25000.0
Ford,Mustang (2024),sports,V8 Gasoline Engine,gas,5000 cc,450.0,250.0,4.5,4.0,570.0,81000.0,60000.0
Ford,Ranger (2024),sedan,I4 Turbo Diesel,gas,2000 cc,210.0,180.0,8.0,5.0,500.0,54000.0,40000.0
Ford,Escape Plug-in Hybrid (2024),sedan,I4 Hybrid,hybrid,2500 cc (petrol) + Electric Motor,221.0,190.0,7.5,5.0,210.0,51300.0,38000.0
Ford,Bronco (2024),sedan,V6 EcoBoost,gas,2700 cc,310.0,200.0,6.7,5.0,542.0,60750.0,45000.0
Ford,Explorer (2024),suv,V6 Turbocharged,gas,3000 cc,400.0,230.0,5.9,7.0,563.0,74250.0,55000.0
Mitsubishi,Mirage,others,1.2L MIVEC,gas,1200 cc,78.0,170.0,12.0,5.0,100.0,21600.0,16000.0
Mitsubishi,Mirage G4,others,1.2L MIVEC,gas,1200 cc,78.0,170.0,12.0,5.0,100.0,22950.0,17000.0
Mitsubishi,Outlander,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,37800.0,28000.0
Mitsubishi,Outlander PHEV,sedan,2.4L Hybrid,hybrid,2400 cc / 20 kWh battery,248.0,170.0,10.5,5.0,300.0,52650.0,39000.0
Mitsubishi,Eclipse Cross,sedan,1.5L Turbo,gas,1500 cc,152.0,180.0,9.8,5.0,250.0,33750.0,25000.0
Mitsubishi,ASX (Outlander Sport),sedan,2.0L MIVEC,gas,2000 cc,148.0,190.0,10.0,5.0,197.0,31050.0,23000.0
Mitsubishi,Pajero,suv,3.2L Diesel Turbo,gas,3200 cc,189.0,180.0,10.5,7.0,441.0,54000.0,40000.0
Mitsubishi,Pajero Sport,suv,2.4L Diesel Turbo,gas,2400 cc,181.0,180.0,11.0,7.0,430.0,47250.0,35000.0
Mitsubishi,Triton (L200),sedan,2.4L Diesel Turbo,gas,2400 cc,181.0,177.0,10.5,5.0,430.0,33750.0,25000.0
Mitsubishi,Lancer Evolution X,sedan,2.0L Turbocharged,gas,2000 cc,291.0,240.0,5.0,5.0,407.0,54000.0,40000.0
Mitsubishi,i-MiEV (Electric),others,Electric Motor,electric,16 kWh battery,66.0,130.0,15.0,4.0,196.0,31050.0,23000.0
Mitsubishi,Xpander,suv,1.5L MIVEC,gas,1500 cc,105.0,170.0,13.5,7.0,141.0,27000.0,20000.0
Mitsubishi,Delica D:5,suv,2.2L Diesel Turbo,gas,2200 cc,145.0,175.0,11.0,7.0,360.0,47250.0,35000.0
Mitsubishi,Colt,others,1.1L / 1.5L MIVEC,gas,1100 - 1500 cc,75.0,180.0,9.0,5.0,100.0,20250.0,15000.0
Mitsubishi,Grandis,suv,2.4L MIVEC,gas,2400 cc,165.0,190.0,11.0,7.0,217.0,33750.0,25000.0
Mitsubishi,Outlander Black Edition,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,43200.0,32000.0
Mitsubishi,Outlander SEL,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,41850.0,31000.0
Mitsubishi,Outlander SE,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,39150.0,29000.0
Mitsubishi,Eclipse Cross Black Edition,sedan,1.5L Turbo,gas,1500 cc,152.0,180.0,9.8,5.0,250.0,37800.0,28000.0
Mitsubishi,ASX Exceed,sedan,2.0L MIVEC,gas,2000 cc,148.0,190.0,10.0,5.0,197.0,35100.0,26000.0
Mitsubishi,Triton Athlete,sedan,2.4L Diesel Turbo,gas,2400 cc,181.0,177.0,10.5,5.0,430.0,36450.0,27000.0
Mitsubishi,Pajero Final Edition,suv,3.2L Diesel Turbo,gas,3200 cc,189.0,180.0,10.5,7.0,441.0,60750.0,45000.0
Mitsubishi,L200 Barbarian X,sedan,2.4L Diesel Turbo,gas,2400 cc,181.0,177.0,10.5,5.0,430.0,40500.0,30000.0
Mitsubishi,Space Star,others,1.2L MIVEC,gas,1200 cc,78.0,170.0,12.0,5.0,100.0,20250.0,15000.0
Mitsubishi,Lancer EX,sedan,1.6L MIVEC / 2.0L,gas,1600 - 2000 cc,117.0,200.0,10.0,5.0,154.0,27000.0,20000.0
Mitsubishi,Montero Sport,suv,2.4L Diesel Turbo,gas,2400 cc,181.0,180.0,11.0,7.0,430.0,47250.0,35000.0
Mitsubishi,Attrage,others,1.2L MIVEC,gas,1200 cc,78.0,170.0,12.5,5.0,100.0,20250.0,15000.0
Mitsubishi,RVR SE,sedan,2.0L MIVEC,gas,2000 cc,148.0,190.0,10.5,5.0,197.0,31050.0,23000.0
Mitsubishi,Delica Van,suv,2.0L Diesel / 2.2L Diesel,gas,2000 - 2200 cc,145.0,175.0,11.5,7.0,360.0,40500.0,30000.0
Mitsubishi,Canter (Truck),sedan,3.0L Diesel,gas,3000 cc,150.0,120.0,7.568661679135495,2.0,370.0,47250.0,35000.0
Mitsubishi,Lancer GLX,sedan,1.6L MIVEC,gas,1600 cc,115.0,190.0,11.5,5.0,154.0,22950.0,17000.0
Mitsubishi,Pajero GLS,suv,3.2L Diesel Turbo,gas,3200 cc,189.0,180.0,10.5,7.0,441.0,60750.0,45000.0
Mitsubishi,Xpander Cross,suv,1.5L MIVEC,gas,1500 cc,105.0,170.0,12.0,7.0,141.0,27000.0,20000.0
Mitsubishi,Eclipse Cross PHEV,sedan,2.4L PHEV,hybrid,2400 cc,188.0,180.0,10.5,5.0,199.0,47250.0,35000.0
Mitsubishi,Outlander ES,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,37800.0,28000.0
Mitsubishi,Montero GLX,suv,2.4L Diesel Turbo,gas,2400 cc,181.0,180.0,11.0,7.0,430.0,47250.0,35000.0
Mitsubishi,Triton GLX-R,sedan,2.4L Diesel Turbo,gas,2400 cc,181.0,177.0,10.5,5.0,430.0,36450.0,27000.0
Mitsubishi,ASX Dynamic,sedan,2.0L MIVEC,gas,2000 cc,148.0,190.0,10.0,5.0,197.0,33750.0,25000.0
Mitsubishi,Mirage ES,others,1.2L MIVEC,gas,1200 cc,78.0,170.0,12.5,5.0,100.0,20250.0,15000.0
Mitsubishi,Outlander LE,suv,2.5L 4-Cylinder,gas,2500 cc,181.0,190.0,9.5,7.0,245.0,40500.0,30000.0
Mitsubishi,Fuso Fighter (Truck),coupe,7.5L Diesel,gas,7500 cc,240.0,120.0,7.568661679135495,2.0,686.0,94500.0,70000.0
Mitsubishi,Fuso Canter Eco Hybrid,sedan,3.0L Diesel Hybrid,gas,3000 cc,150.0,120.0,7.568661679135495,2.0,370.0,67500.0,50000.0
Mitsubishi,Space Runner,sedan,1.8L MIVEC,gas,1800 cc,140.0,185.0,10.5,5.0,170.0,27000.0,20000.0
Mitsubishi,Toppo BJ,others,0.7L 3-Cylinder,gas,660 cc,52.0,130.0,15.0,4.0,60.0,13500.0,10000.0
Mitsubishi,Chariot,suv,2.0L MIVEC,gas,2000 cc,140.0,185.0,10.5,7.0,170.0,27000.0,20000.0
Mitsubishi,Lancer SE Limited,sedan,2.0L MIVEC,gas,2000 cc,148.0,200.0,10.0,5.0,197.0,27000.0,20000.0
Mitsubishi,Pajero SWB (Short Wheel Base),sedan,3.2L Diesel Turbo,gas,3200 cc,189.0,180.0,10.5,5.0,441.0,60750.0,45000.0
Mitsubishi,Delica Space Gear,suv,2.4L Petrol,gas,2400 cc,145.0,170.0,13.0,7.0,206.0,40500.0,30000.0
Mitsubishi,i (Kei Car),others,0.7L 3-Cylinder,gas,660 cc,64.0,130.0,15.5,4.0,94.0,16200.0,12000.0
Mitsubishi,Dion,suv,2.0L 4-Cylinder,gas,2000 cc,135.0,180.0,11.5,7.0,181.0,20250.0,15000.0
Mitsubishi,Airtrek,sedan,2.4L 4-Cylinder,gas,2400 cc,160.0,190.0,11.0,5.0,214.0,27000.0,20000.0
Mitsubishi,eK Space,others,0.7L 3-Cylinder,gas,660 cc,52.0,130.0,15.0,4.0,60.0,13500.0,10000.0
Mitsubishi,eK X,others,0.7L 3-Cylinder,gas,660 cc,64.0,140.0,13.5,4.0,94.0,16200.0,12000.0
Mitsubishi,Colt CZC Convertible,sedan,1.5L Turbocharged,gas,1500 cc,147.0,200.0,9.5,4.0,210.0,33750.0,25000.0
Mitsubishi,Galant Fortis,sedan,2.0L MIVEC,gas,2000 cc,154.0,200.0,10.0,5.0,200.0,24300.0,18000.0
Mitsubishi,Endeavor,sedan,3.8L V6,gas,3800 cc,225.0,190.0,9.5,5.0,343.0,37800.0,28000.0
Mitsubishi,Grand Lancer,sedan,1.8L MIVEC,gas,1800 cc,138.0,190.0,11.5,5.0,173.0,27000.0,20000.0
Mitsubishi,Sigma,sedan,3.0L V6,gas,3000 cc,210.0,220.0,8.5,5.0,270.0,47250.0,35000.0
Mitsubishi,Town Box,others,0.7L 3-Cylinder,gas,660 cc,48.0,120.0,16.0,4.0,60.0,13500.0,10000.0
Mitsubishi,Minicab MiEV,others,Electric Motor,electric,16 kWh battery,64.0,100.0,7.568661679135495,2.0,196.0,24300.0,18000.0
Mazda,Mazda3,sedan,2.0L SkyActiv-G,gas,2000 cc,155.0,200.0,8.9,5.0,213.0,29700.0,22000.0
Mazda,Mazda3 Hatchback,sedan,2.5L SkyActiv-G,gas,2500 cc,186.0,210.0,8.3,5.0,252.0,32400.0,24000.0
Mazda,Mazda6,sedan,2.5L Turbocharged,gas,2500 cc,250.0,240.0,6.4,5.0,420.0,36450.0,27000.0
Mazda,CX-3,sedan,2.0L SkyActiv-G,gas,2000 cc,146.0,180.0,9.5,5.0,197.0,28350.0,21000.0
Mazda,CX-30,sedan,2.5L SkyActiv-G,gas,2500 cc,186.0,204.0,8.7,5.0,252.0,31050.0,23000.0
Mazda,CX-5,sedan,2.5L SkyActiv-G,gas,2500 cc,187.0,200.0,8.8,5.0,252.0,35100.0,26000.0
Mazda,CX-50,sedan,2.5L Turbocharged,gas,2500 cc,256.0,220.0,6.9,5.0,434.0,39150.0,29000.0
Mazda,CX-8,suv,2.2L Diesel,gas,2200 cc,187.0,200.0,9.2,7.0,450.0,48600.0,36000.0
Mazda,CX-9,suv,2.5L Turbocharged,gas,2500 cc,250.0,210.0,7.2,7.0,420.0,51300.0,38000.0
Mazda,CX-90,suv,3.3L Inline-6 Turbo,gas,3300 cc,340.0,240.0,6.2,7.0,500.0,67500.0,50000.0
Mazda,MX-5 Miata,sedan,2.0L SkyActiv-G,gas,2000 cc,181.0,225.0,6.5,2.0,205.0,36450.0,27000.0
Mazda,MX-5 Miata RF,sedan,2.0L SkyActiv-G,gas,2000 cc,181.0,225.0,6.5,2.0,205.0,44550.0,33000.0
Mazda,MX-30 Electric,sedan,Electric Motor,electric,35.5 kWh battery,143.0,140.0,9.7,5.0,271.0,44550.0,33000.0
Mazda,CX-4,sedan,2.0L SkyActiv-G,gas,2000 cc,158.0,190.0,9.6,5.0,202.0,29700.0,22000.0
Mazda,CX-7,sedan,2.3L Turbocharged,gas,2300 cc,244.0,210.0,7.9,5.0,350.0,37800.0,28000.0
Mazda,Tribute,sedan,3.0L V6,gas,3000 cc,200.0,190.0,9.0,5.0,270.0,32400.0,24000.0
Mazda,B-Series Pickup,sedan,2.5L Diesel,gas,2500 cc,143.0,170.0,11.5,5.0,330.0,27000.0,20000.0
Mazda,BT-50,sedan,3.2L Turbo Diesel,gas,3200 cc,200.0,180.0,10.0,5.0,470.0,36450.0,27000.0
Mazda,RX-7,sports,1.3L Rotary Twin-Turbo,gas,1300 cc,276.0,250.0,5.5,4.0,314.0,40500.0,30000.0
Mazda,RX-3,sedan,1.2L Rotary,gas,1200 cc,110.0,180.0,8.9,4.0,145.0,20250.0,15000.0
Mazda,323F,sedan,1.6L Inline-4,gas,1600 cc,105.0,180.0,10.5,5.0,145.0,18900.0,14000.0
Mazda,Familia Sedan,sedan,1.5L Inline-4,gas,1500 cc,100.0,175.0,11.0,5.0,135.0,16200.0,12000.0
Mazda,Premacy,suv,2.0L Inline-4,gas,2000 cc,138.0,190.0,9.8,7.0,180.0,24300.0,18000.0
Mazda,Demio,sedan,1.5L SkyActiv-G,gas,1500 cc,108.0,180.0,10.2,5.0,142.0,17550.0,13000.0
Mazda,Millenia,sedan,2.3L Miller Cycle V6,gas,2300 cc,210.0,215.0,8.2,5.0,280.0,33750.0,25000.0
Mazda,Eunos Cosmo,sports,2.0L Twin-Rotor Turbo,gas,2000 cc,280.0,240.0,6.0,4.0,300.0,54000.0,40000.0
Mazda,Atenza,sedan,2.5L SkyActiv-G,gas,2500 cc,192.0,210.0,8.5,5.0,252.0,29700.0,22000.0
Mazda,Roadpacer AP,sedan,1.3L Rotary,gas,1300 cc,130.0,170.0,11.5,5.0,165.0,27000.0,20000.0
Mazda,626,sedan,2.0L Inline-4,gas,2000 cc,140.0,190.0,9.5,5.0,180.0,24300.0,18000.0
Mazda,929,sedan,3.0L V6,gas,3000 cc,205.0,220.0,8.0,5.0,270.0,33750.0,25000.0
Mazda,Luce,sedan,1.8L Rotary,gas,1800 cc,135.0,180.0,10.5,5.0,170.0,20250.0,15000.0
Mazda,Capella,sedan,1.6L Inline-4,gas,1600 cc,110.0,175.0,11.2,5.0,145.0,18900.0,14000.0
Mazda,Carol,others,660cc Inline-3,gas,660 cc,63.0,140.0,15.5,4.0,90.0,12150.0,9000.0
Mazda,Autozam AZ-1,others,657cc Turbocharged Inline-3,gas,657 cc,63.0,140.0,11.0,2.0,85.0,16200.0,12000.0
Mazda,Spiano,others,660cc Inline-3,gas,660 cc,54.0,130.0,16.0,4.0,80.0,10800.0,8000.0
Mazda,Verisa,sedan,1.5L Inline-4,gas,1500 cc,113.0,170.0,11.0,5.0,140.0,18900.0,14000.0
Mazda,MX-6,sedan,2.5L V6,gas,2500 cc,164.0,210.0,8.8,4.0,215.0,24300.0,18000.0
Mazda,MPV,suv,3.0L V6,gas,3000 cc,200.0,185.0,9.5,7.0,265.0,33750.0,25000.0
Mazda,Proceed Marvie,sedan,2.6L Inline-4,gas,2600 cc,120.0,160.0,12.0,5.0,200.0,27000.0,20000.0
Mazda,Sentia,sedan,3.0L V6,gas,3000 cc,200.0,200.0,9.0,5.0,265.0,29700.0,22000.0
Mazda,Cronos,sedan,2.5L V6,gas,2500 cc,160.0,190.0,8.5,5.0,210.0,24300.0,18000.0
Mazda,Scrum,others,660cc Inline-3,gas,660 cc,63.0,130.0,15.0,4.0,85.0,12150.0,9000.0
Mazda,Parkway,sedan,1.8L Inline-4,gas,1800 cc,115.0,160.0,12.5,5.0,155.0,27000.0,20000.0
Mazda,Titan (Truck),sedan,3.0L Inline-4,gas,3000 cc,130.0,120.0,15.0,2.0,300.0,33750.0,25000.0
Mazda,CX-60,sedan,2.5L Inline-4,gas,2500 cc,187.0,200.0,8.5,5.0,250.0,54000.0,40000.0
Mazda,CX-80,suv,3.0L Inline-6,gas,3000 cc,250.0,210.0,7.5,7.0,400.0,60750.0,45000.0
Mazda,T1500,others,1.5L Inline-4,gas,1500 cc,75.0,120.0,18.0,2.0,105.0,20250.0,15000.0
Mazda,Bongo Van,sedan,2.0L Inline-4,gas,2000 cc,100.0,160.0,14.0,3.0,140.0,24300.0,18000.0
Mazda,Bongo Friendee,suv,2.5L Inline-4,gas,2500 cc,115.0,160.0,12.5,7.0,160.0,27000.0,20000.0
Mazda,Revue,others,1.3L Inline-4,gas,1300 cc,75.0,130.0,15.5,5.0,110.0,13500.0,10000.0
Mazda,Protegé,sedan,1.8L Inline-4,gas,1800 cc,125.0,185.0,9.0,5.0,170.0,20250.0,15000.0
Mazda,Xedos 6,sedan,2.5L V6,gas,2500 cc,170.0,215.0,8.5,5.0,230.0,33750.0,25000.0
Mazda,Xedos 9,sedan,3.0L V6,gas,3000 cc,200.0,220.0,7.5,5.0,260.0,40500.0,30000.0
Mazda,121,others,1.3L Inline-4,gas,1300 cc,70.0,155.0,13.0,5.0,110.0,16200.0,12000.0
Mazda,1200,others,1.2L Inline-4,gas,1200 cc,60.0,130.0,16.0,4.0,90.0,13500.0,10000.0
Mazda,1500,others,1.5L Inline-4,gas,1500 cc,85.0,145.0,14.0,5.0,120.0,16200.0,12000.0
Mazda,RX-2,sedan,1.3L Inline-2 (Wankel),gas,1308 cc,130.0,185.0,8.5,4.0,220.0,27000.0,20000.0
Mazda,RX-5,sedan,1.6L Inline-2 (Wankel),gas,1588 cc,135.0,190.0,8.0,4.0,210.0,33750.0,25000.0
Mazda,RX-7 Spirit R,sports,1.3L Inline-2 (Wankel),gas,1308 cc,280.0,250.0,5.5,2.0,290.0,47250.0,35000.0
Mazda,Cosmo Sport (110S),sedan,1.0L Inline-2 (Wankel),gas,1000 cc,110.0,170.0,10.0,2.0,150.0,40500.0,30000.0
Mazda,Eunos 500,sedan,2.0L Inline-4,gas,1998 cc,135.0,200.0,9.0,5.0,170.0,33750.0,25000.0
Mazda,Eunos Roadster,sedan,1.6L Inline-4,gas,1590 cc,116.0,180.0,9.5,2.0,140.0,20250.0,15000.0
Mazda,Familia Astina,sedan,1.8L Inline-4,gas,1800 cc,135.0,200.0,8.5,5.0,170.0,27000.0,20000.0
Mazda,Savanna RX-7,sedan,1.3L Inline-2 (Wankel),gas,1308 cc,165.0,230.0,7.5,2.0,230.0,37800.0,28000.0
Mazda,Capella Cargo,sedan,2.0L Inline-4,gas,2000 cc,115.0,180.0,12.0,4.0,160.0,24300.0,18000.0
Mazda,818,sedan,1.6L Inline-4,gas,1600 cc,100.0,170.0,12.5,5.0,130.0,18900.0,14000.0
Mazda,Sentia Hardtop Coupe,coupe,2.5L V6,gas,2500 cc,160.0,210.0,8.0,4.0,220.0,40500.0,30000.0
Mazda,Biante,suv,2.0L Inline-4,gas,2000 cc,150.0,185.0,10.0,7.0,200.0,29700.0,22000.0
Mazda,Premacy Hydrogen RE Hybrid,sedan,1.3L Wankel + Electric,hybrid,1308 cc,200.0,180.0,9.5,5.0,260.0,54000.0,40000.0
Mazda,Carol P360,others,0.36L Inline-2,gas,360 cc,26.0,85.0,35.0,4.0,45.0,10800.0,8000.0
Mazda,T2000,sedan,2.0L Inline-4,gas,2000 cc,110.0,170.0,12.5,2.0,160.0,24300.0,18000.0
Mazda,AZ-Offroad,others,1.3L Inline-4,gas,1298 cc,85.0,145.0,12.0,5.0,130.0,20250.0,15000.0
Mazda,Scrum Wagon,others,0.66L Inline-3,gas,657 cc,64.0,120.0,15.5,4.0,95.0,13500.0,10000.0
Mazda,Persona,others,1.5L Inline-4,gas,1497 cc,92.0,160.0,13.5,5.0,130.0,17550.0,13000.0
Mazda,Astina,sedan,1.8L Inline-4,gas,1800 cc,140.0,190.0,8.5,5.0,160.0,27000.0,20000.0
Mazda,Etude,sedan,1.6L Inline-4,gas,1598 cc,105.0,170.0,10.0,5.0,135.0,18900.0,14000.0
Mazda,Porter,others,1.5L Inline-4,gas,1497 cc,95.0,130.0,14.0,2.0,130.0,16200.0,12000.0
Mazda,MX-3,sedan,1.6L Inline-4,gas,1598 cc,130.0,190.0,8.5,4.0,140.0,24300.0,18000.0
Mazda,MX-5 Superlight Concept,sedan,1.8L Inline-4,gas,1798 cc,143.0,200.0,7.5,2.0,160.0,40500.0,30000.0
Mazda,Premacy Hydrogen RE,sedan,1.3L Wankel + Electric,hybrid,1308 cc,200.0,180.0,9.5,5.0,260.0,54000.0,40000.0
Mazda,Bongo Truck,sedan,2.0L Inline-4,gas,1998 cc,120.0,130.0,15.0,2.0,150.0,20250.0,15000.0
Mazda,Rotary Pickup,sedan,1.3L Wankel Rotary Engine,gas,1308 cc,130.0,150.0,14.5,2.0,160.0,24300.0,18000.0
Mazda,Luce Rotary Coupe,coupe,1.3L Wankel Rotary Engine,gas,1308 cc,135.0,175.0,12.0,4.0,180.0,33750.0,25000.0
Mazda,Millenia S,sedan,2.5L V6,gas,2500 cc,200.0,220.0,8.0,5.0,250.0,40500.0,30000.0
Mazda,787B (Race Car),sports,2.6L Wankel Rotary Engine,gas,2620 cc,700.0,320.0,3.5,1.0,500.0,6750000.0,5000000.0
